Node Type,Node,Node Interface,Peer Type,Peer Node,Peer Interface,Node Interface Enabled
l3leaf,leaf67,Ethernet7,spine,spine5,Ethernet69,True
l3leaf,leaf67,Ethernet8,spine,spine6,Ethernet69,True
l3leaf,leaf68,Ethernet3,spine,spine1,Ethernet70,True
l3leaf,leaf68,Ethernet4,spine,spine2,Ethernet70,True
l3leaf,leaf68,Ethernet5,spine,spine3,Ethernet70,True
l3leaf,leaf68,Ethernet6,spine,spine4,Ethernet70,True
l3leaf,leaf68,Ethernet7,spine,spine5,Ethernet70,True
l3leaf,leaf68,Ethernet8,spine,spine6,Ethernet70,True
l3leaf,leaf69,Ethernet3,spine,spine1,Ethernet71,True
l3leaf,leaf69,Ethernet4,spine,spine2,Ethernet71,True
l3leaf,leaf69,Ethernet5,spine,spine3,Ethernet71,True
l3leaf,leaf69,Ethernet6,spine,spine4,Ethernet71,True
l3leaf,leaf69,Ethernet7,spine,spine5,Ethernet71,True
l3leaf,leaf69,Ethernet8,spine,spine6,Ethernet71,True
l3leaf,leaf70,Ethernet3,spine,spine1,Ethernet72,True
l3leaf,leaf70,Ethernet4,spine,spine2,Ethernet72,True
l3leaf,leaf70,Ethernet5,spine,spine3,Ethernet72,True
l3leaf,leaf70,Ethernet6,spine,spine4,Ethernet72,True
l3leaf,leaf70,Ethernet7,spine,spine5,Ethernet72,True
l3leaf,leaf70,Ethernet8,spine,spine6,Ethernet72,True
l3leaf,leaf71,Ethernet3,spine,spine1,Ethernet73,True
l3leaf,leaf71,Ethernet4,spine,spine2,Ethernet73,True
l3leaf,leaf71,Ethernet5,spine,spine3,Ethernet73,True
l3leaf,leaf71,Ethernet6,spine,spine4,Ethernet73,True
l3leaf,leaf71,Ethernet7,spine,spine5,Ethernet73,True
l3leaf,leaf71,Ethernet8,spine,spine6,Ethernet73,True
l3leaf,leaf72,Ethernet3,spine,spine1,Ethernet74,True
l3leaf,leaf72,Ethernet4,spine,spine2,Ethernet74,True
l3leaf,leaf72,Ethernet5,spine,spine3,Ethernet74,True
l3leaf,leaf72,Ethernet6,spine,spine4,Ethernet74,True
l3leaf,leaf72,Ethernet7,spine,spine5,Ethernet74,True
l3leaf,leaf72,Ethernet8,spine,spine6,Ethernet74,True
l3leaf,leaf73,Ethernet3,spine,spine1,Ethernet75,True
l3leaf,leaf73,Ethernet4,spine,spine2,Ethernet75,True
l3leaf,leaf73,Ethernet5,spine,spine3,Ethernet75,True
l3leaf,leaf73,Ethernet6,spine,spine4,Ethernet75,True
l3leaf,leaf73,Ethernet7,spine,spine5,Ethernet75,True
l3leaf,leaf73,Ethernet8,spine,spine6,Ethernet75,True
l3leaf,leaf74,Ethernet3,spine,spine1,Ethernet76,True
l3leaf,leaf74,Ethernet4,spine,spine2,Ethernet76,True
l3leaf,leaf74,Ethernet5,spine,spine3,Ethernet76,True
l3leaf,leaf74,Ethernet6,spine,spine4,Ethernet76,True
l3leaf,leaf74,Ethernet7,spine,spine5,Ethernet76,True
l3leaf,leaf74,Ethernet8,spine,spine6,Ethernet76,True
l3leaf,leaf75,Ethernet3,spine,spine1,Ethernet77,True
l3leaf,leaf75,Ethernet4,spine,spine2,Ethernet77,True
l3leaf,leaf75,Ethernet5,spine,spine3,Ethernet77,True
l3leaf,leaf75,Ethernet6,spine,spine4,Ethernet77,True
l3leaf,leaf75,Ethernet7,spine,spine5,Ethernet77,True
l3leaf,leaf75,Ethernet8,spine,spine6,Ethernet77,True
l3leaf,leaf76,Ethernet3,spine,spine1,Ethernet78,True
l3leaf,leaf76,Ethernet4,spine,spine2,Ethernet78,True
l3leaf,leaf76,Ethernet5,spine,spine3,Ethernet78,True
l3leaf,leaf76,Ethernet6,spine,spine4,Ethernet78,True
l3leaf,leaf76,Ethernet7,spine,spine5,Ethernet78,True
l3leaf,leaf76,Ethernet8,spine,spine6,Ethernet78,True
l3leaf,leaf77,Ethernet3,spine,spine1,Ethernet79,True
l3leaf,leaf77,Ethernet4,spine,spine2,Ethernet79,True
l3leaf,leaf77,Ethernet5,spine,spine3,Ethernet79,True
l3leaf,leaf77,Ethernet6,spine,spine4,Ethernet79,True
l3leaf,leaf77,Ethernet7,spine,spine5,Ethernet79,True
l3leaf,leaf77,Ethernet8,spine,spine6,Ethernet79,True
l3leaf,leaf78,Ethernet3,spine,spine1,Ethernet80,True
l3leaf,leaf78,Ethernet4,spine,spine2,Ethernet80,True
l3leaf,leaf78,Ethernet5,spine,spine3,Ethernet80,True
l3leaf,leaf78,Ethernet6,spine,spine4,Ethernet80,True
l3leaf,leaf78,Ethernet7,spine,spine5,Ethernet80,True
l3leaf,leaf78,Ethernet8,spine,spine6,Ethernet80,True
l3leaf,leaf79,Ethernet3,spine,spine1,Ethernet81,True
l3leaf,leaf79,Ethernet4,spine,spine2,Ethernet81,True
l3leaf,leaf79,Ethernet5,spine,spine3,Ethernet81,True
l3leaf,leaf79,Ethernet6,spine,spine4,Ethernet81,True
l3leaf,leaf79,Ethernet7,spine,spine5,Ethernet81,True
l3leaf,leaf79,Ethernet8,spine,spine6,Ethernet81,True
l3leaf,leaf80,Ethernet3,spine,spine1,Ethernet82,True
l3leaf,leaf80,Ethernet4,spine,spine2,Ethernet82,True
l3leaf,leaf80,Ethernet5,spine,spine3,Ethernet82,True
l3leaf,leaf80,Ethernet6,spine,spine4,Ethernet82,True
l3leaf,leaf80,Ethernet7,spine,spine5,Ethernet82,True
l3leaf,leaf80,Ethernet8,spine,spine6,Ethernet82,True
l3leaf,leaf81,Ethernet3,spine,spine1,Ethernet83,True
l3leaf,leaf81,Ethernet4,spine,spine2,Ethernet83,True
l3leaf,leaf81,Ethernet5,spine,spine3,Ethernet83,True
l3leaf,leaf81,Ethernet6,spine,spine4,Ethernet83,True
l3leaf,leaf81,Ethernet7,spine,spine5,Ethernet83,True
l3leaf,leaf81,Ethernet8,spine,spine6,Ethernet83,True
l3leaf,leaf82,Ethernet3,spine,spine1,Ethernet84,True
l3leaf,leaf82,Ethernet4,spine,spine2,Ethernet84,True
l3leaf,leaf82,Ethernet5,spine,spine3,Ethernet84,True
l3leaf,leaf82,Ethernet6,spine,spine4,Ethernet84,True
l3leaf,leaf82,Ethernet7,spine,spine5,Ethernet84,True
l3leaf,leaf82,Ethernet8,spine,spine6,Ethernet84,True
l3leaf,leaf83,Ethernet3,spine,spine1,Ethernet85,True
l3leaf,leaf83,Ethernet4,spine,spine2,Ethernet85,True
l3leaf,leaf83,Ethernet5,spine,spine3,Ethernet85,True
l3leaf,leaf83,Ethernet6,spine,spine4,Ethernet85,True
l3leaf,leaf83,Ethernet7,spine,spine5,Ethernet85,True
l3leaf,leaf83,Ethernet8,spine,spine6,Ethernet85,True
l3leaf,leaf84,Ethernet3,spine,spine1,Ethernet86,True
l3leaf,leaf84,Ethernet4,spine,spine2,Ethernet86,True
l3leaf,leaf84,Ethernet5,spine,spine3,Ethernet86,True
l3leaf,leaf84,Ethernet6,spine,spine4,Ethernet86,True
l3leaf,leaf84,Ethernet7,spine,spine5,Ethernet86,True
l3leaf,leaf84,Ethernet8,spine,spine6,Ethernet86,True
l3leaf,leaf85,Ethernet3,spine,spine1,Ethernet87,True
l3leaf,leaf85,Ethernet4,spine,spine2,Ethernet87,True
l3leaf,leaf85,Ethernet5,spine,spine3,Ethernet87,True
l3leaf,leaf85,Ethernet6,spine,spine4,Ethernet87,True
l3leaf,leaf85,Ethernet7,spine,spine5,Ethernet87,True
l3leaf,leaf85,Ethernet8,spine,spine6,Ethernet87,True
l3leaf,leaf86,Ethernet3,spine,spine1,Ethernet88,True
l3leaf,leaf86,Ethernet4,spine,spine2,Ethernet88,True
l3leaf,leaf86,Ethernet5,spine,spine3,Ethernet88,True
l3leaf,leaf86,Ethernet6,spine,spine4,Ethernet88,True
l3leaf,leaf86,Ethernet7,spine,spine5,Ethernet88,True
l3leaf,leaf86,Ethernet8,spine,spine6,Ethernet88,True
l3leaf,leaf87,Ethernet3,spine,spine1,Ethernet89,True
l3leaf,leaf87,Ethernet4,spine,spine2,Ethernet89,True
l3leaf,leaf87,Ethernet5,spine,spine3,Ethernet89,True
l3leaf,leaf87,Ethernet6,spine,spine4,Ethernet89,True
l3leaf,leaf87,Ethernet7,spine,spine5,Ethernet89,True
l3leaf,leaf87,Ethernet8,spine,spine6,Ethernet89,True
l3leaf,leaf88,Ethernet3,spine,spine1,Ethernet90,True
l3leaf,leaf88,Ethernet4,spine,spine2,Ethernet90,True
l3leaf,leaf88,Ethernet5,spine,spine3,Ethernet90,True
l3leaf,leaf88,Ethernet6,spine,spine4,Ethernet90,True
l3leaf,leaf88,Ethernet7,spine,spine5,Ethernet90,True
l3leaf,leaf88,Ethernet8,spine,spine6,Ethernet90,True
l3leaf,leaf89,Ethernet3,spine,spine1,Ethernet91,True
l3leaf,leaf89,Ethernet4,spine,spine2,Ethernet91,True
l3leaf,leaf89,Ethernet5,spine,spine3,Ethernet91,True
l3leaf,leaf89,Ethernet6,spine,spine4,Ethernet91,True
l3leaf,leaf89,Ethernet7,spine,spine5,Ethernet91,True
l3leaf,leaf89,Ethernet8,spine,spine6,Ethernet91,True
l3leaf,leaf90,Ethernet3,spine,spine1,Ethernet92,True
l3leaf,leaf90,Ethernet4,spine,spine2,Ethernet92,True
l3leaf,leaf90,Ethernet5,spine,spine3,Ethernet92,True
l3leaf,leaf90,Ethernet6,spine,spine4,Ethernet92,True
l3leaf,leaf90,Ethernet7,spine,spine5,Ethernet92,True
l3leaf,leaf90,Ethernet8,spine,spine6,Ethernet92,True
l3leaf,leaf91,Ethernet3,spine,spine1,Ethernet93,True
l3leaf,leaf91,Ethernet4,spine,spine2,Ethernet93,True
l3leaf,leaf91,Ethernet5,spine,spine3,Ethernet93,True
l3leaf,leaf91,Ethernet6,spine,spine4,Ethernet93,True
l3leaf,leaf91,Ethernet7,spine,spine5,Ethernet93,True
l3leaf,leaf91,Ethernet8,spine,spine6,Ethernet93,True
l3leaf,leaf92,Ethernet3,spine,spine1,Ethernet94,True
l3leaf,leaf92,Ethernet4,spine,spine2,Ethernet94,True
l3leaf,leaf92,Ethernet5,spine,spine3,Ethernet94,True
l3leaf,leaf92,Ethernet6,spine,spine4,Ethernet94,True
l3leaf,leaf92,Ethernet7,spine,spine5,Ethernet94,True
l3leaf,leaf92,Ethernet8,spine,spine6,Ethernet94,True
l3leaf,leaf93,Ethernet3,spine,spine1,Ethernet95,True
l3leaf,leaf93,Ethernet4,spine,spine2,Ethernet95,True
l3leaf,leaf93,Ethernet5,spine,spine3,Ethernet95,True
l3leaf,leaf93,Ethernet6,spine,spine4,Ethernet95,True
l3leaf,leaf93,Ethernet7,spine,spine5,Ethernet95,True
l3leaf,leaf93,Ethernet8,spine,spine6,Ethernet95,True
l3leaf,leaf94,Ethernet3,spine,spine1,Ethernet96,True
l3leaf,leaf94,Ethernet4,spine,spine2,Ethernet96,True
l3leaf,leaf94,Ethernet5,spine,spine3,Ethernet96,True
l3leaf,leaf94,Ethernet6,spine,spine4,Ethernet96,True
l3leaf,leaf94,Ethernet7,spine,spine5,Ethernet96,True
l3leaf,leaf94,Ethernet8,spine,spine6,Ethernet96,True
l3leaf,leaf95,Ethernet3,spine,spine1,Ethernet97,True
l3leaf,leaf95,Ethernet4,spine,spine2,Ethernet97,True
l3leaf,leaf95,Ethernet5,spine,spine3,Ethernet97,True
l3leaf,leaf95,Ethernet6,spine,spine4,Ethernet97,True
l3leaf,leaf95,Ethernet7,spine,spine5,Ethernet97,True
l3leaf,leaf95,Ethernet8,spine,spine6,Ethernet97,True
l3leaf,leaf96,Ethernet3,spine,spine1,Ethernet98,True
l3leaf,leaf96,Ethernet4,spine,spine2,Ethernet98,True
l3leaf,leaf96,Ethernet5,spine,spine3,Ethernet98,True
l3leaf,leaf96,Ethernet6,spine,spine4,Ethernet98,True
l3leaf,leaf96,Ethernet7,spine,spine5,Ethernet98,True
l3leaf,leaf96,Ethernet8,spine,spine6,Ethernet98,True
l3leaf,leaf97,Ethernet3,spine,spine1,Ethernet99,True
l3leaf,leaf97,Ethernet4,spine,spine2,Ethernet99,True
l3leaf,leaf97,Ethernet5,spine,spine3,Ethernet99,True
l3leaf,leaf97,Ethernet6,spine,spine4,Ethernet99,True
l3leaf,leaf97,Ethernet7,spine,spine5,Ethernet99,True
l3leaf,leaf97,Ethernet8,spine,spine6,Ethernet99,True
l3leaf,leaf98,Ethernet3,spine,spine1,Ethernet100,True
l3leaf,leaf98,Ethernet4,spine,spine2,Ethernet100,True
l3leaf,leaf98,Ethernet5,spine,spine3,Ethernet100,True
l3leaf,leaf98,Ethernet6,spine,spine4,Ethernet100,True
l3leaf,leaf98,Ethernet7,spine,spine5,Ethernet100,True
l3leaf,leaf98,Ethernet8,spine,spine6,Ethernet100,True
l3leaf,leaf99,Ethernet3,spine,spine1,Ethernet101,True
l3leaf,leaf99,Ethernet4,spine,spine2,Ethernet101,True
l3leaf,leaf99,Ethernet5,spine,spine3,Ethernet101,True
l3leaf,leaf99,Ethernet6,spine,spine4,Ethernet101,True
l3leaf,leaf99,Ethernet7,spine,spine5,Ethernet101,True
l3leaf,leaf99,Ethernet8,spine,spine6,Ethernet101,True
spine,spine1,Ethernet3,l3leaf,leaf1,Ethernet3,True
spine,spine1,Ethernet4,l3leaf,leaf2,Ethernet3,True
spine,spine1,Ethernet5,l3leaf,leaf3,Ethernet3,True
spine,spine1,Ethernet6,l3leaf,leaf4,Ethernet3,True
spine,spine1,Ethernet7,l3leaf,leaf5,Ethernet3,True
spine,spine1,Ethernet8,l3leaf,leaf6,Ethernet3,True
spine,spine1,Ethernet9,l3leaf,leaf7,Ethernet3,True
spine,spine1,Ethernet10,l3leaf,leaf8,Ethernet3,True
spine,spine1,Ethernet11,l3leaf,leaf9,Ethernet3,True
spine,spine1,Ethernet12,l3leaf,leaf10,Ethernet3,True
spine,spine1,Ethernet13,l3leaf,leaf11,Ethernet3,True
spine,spine1,Ethernet14,l3leaf,leaf12,Ethernet3,True
spine,spine1,Ethernet15,l3leaf,leaf13,Ethernet3,True
spine,spine1,Ethernet16,l3leaf,leaf14,Ethernet3,True
spine,spine1,Ethernet17,l3leaf,leaf15,Ethernet3,True
spine,spine1,Ethernet18,l3leaf,leaf16,Ethernet3,True
spine,spine1,Ethernet19,l3leaf,leaf17,Ethernet3,True
spine,spine1,Ethernet20,l3leaf,leaf18,Ethernet3,True
spine,spine1,Ethernet21,l3leaf,leaf19,Ethernet3,True
spine,spine1,Ethernet22,l3leaf,leaf20,Ethernet3,True
spine,spine1,Ethernet23,l3leaf,leaf21,Ethernet3,True
spine,spine1,Ethernet24,l3leaf,leaf22,Ethernet3,True
spine,spine1,Ethernet25,l3leaf,leaf23,Ethernet3,True
spine,spine1,Ethernet26,l3leaf,leaf24,Ethernet3,True
spine,spine1,Ethernet27,l3leaf,leaf25,Ethernet3,True
spine,spine1,Ethernet28,l3leaf,leaf26,Ethernet3,True
spine,spine1,Ethernet29,l3leaf,leaf27,Ethernet3,True
spine,spine1,Ethernet30,l3leaf,leaf28,Ethernet3,True
spine,spine1,Ethernet31,l3leaf,leaf29,Ethernet3,True
spine,spine1,Ethernet32,l3leaf,leaf30,Ethernet3,True
spine,spine1,Ethernet33,l3leaf,leaf31,Ethernet3,True
spine,spine1,Ethernet34,l3leaf,leaf32,Ethernet3,True
spine,spine1,Ethernet35,l3leaf,leaf33,Ethernet3,True
spine,spine1,Ethernet36,l3leaf,leaf34,Ethernet3,True
spine,spine1,Ethernet37,l3leaf,leaf35,Ethernet3,True
spine,spine1,Ethernet38,l3leaf,leaf36,Ethernet3,True
spine,spine1,Ethernet39,l3leaf,leaf37,Ethernet3,True
spine,spine1,Ethernet40,l3leaf,leaf38,Ethernet3,True
spine,spine1,Ethernet41,l3leaf,leaf39,Ethernet3,True
spine,spine1,Ethernet42,l3leaf,leaf40,Ethernet3,True
spine,spine1,Ethernet43,l3leaf,leaf41,Ethernet3,True
spine,spine1,Ethernet44,l3leaf,leaf42,Ethernet3,True
spine,spine1,Ethernet45,l3leaf,leaf43,Ethernet3,True
spine,spine1,Ethernet46,l3leaf,leaf44,Ethernet3,True
spine,spine1,Ethernet47,l3leaf,leaf45,Ethernet3,True
spine,spine1,Ethernet48,l3leaf,leaf46,Ethernet3,True
spine,spine1,Ethernet49,l3leaf,leaf47,Ethernet3,True
spine,spine1,Ethernet50,l3leaf,leaf48,Ethernet3,True
spine,spine1,Ethernet51,l3leaf,leaf49,Ethernet3,True
spine,spine1,Ethernet52,l3leaf,leaf50,Ethernet3,True
spine,spine1,Ethernet53,l3leaf,leaf51,Ethernet3,True
spine,spine1,Ethernet54,l3leaf,leaf52,Ethernet3,True
spine,spine1,Ethernet55,l3leaf,leaf53,Ethernet3,True
spine,spine1,Ethernet56,l3leaf,leaf54,Ethernet3,True
spine,spine1,Ethernet57,l3leaf,leaf55,Ethernet3,True
spine,spine1,Ethernet58,l3leaf,leaf56,Ethernet3,True
spine,spine1,Ethernet59,l3leaf,leaf57,Ethernet3,True
spine,spine1,Ethernet60,l3leaf,leaf58,Ethernet3,True
spine,spine1,Ethernet61,l3leaf,leaf59,Ethernet3,True
spine,spine1,Ethernet62,l3leaf,leaf60,Ethernet3,True
spine,spine1,Ethernet63,l3leaf,leaf61,Ethernet3,True
spine,spine1,Ethernet64,l3leaf,leaf62,Ethernet3,True
spine,spine1,Ethernet65,l3leaf,leaf63,Ethernet3,True
spine,spine1,Ethernet66,l3leaf,leaf64,Ethernet3,True
spine,spine1,Ethernet67,l3leaf,leaf65,Ethernet3,True
spine,spine1,Ethernet68,l3leaf,leaf66,Ethernet3,True
spine,spine1,Ethernet69,l3leaf,leaf67,Ethernet3,True
spine,spine1,Ethernet70,l3leaf,leaf68,Ethernet3,True
spine,spine1,Ethernet71,l3leaf,leaf69,Ethernet3,True
spine,spine1,Ethernet72,l3leaf,leaf70,Ethernet3,True
spine,spine1,Ethernet73,l3leaf,leaf71,Ethernet3,True
spine,spine1,Ethernet74,l3leaf,leaf72,Ethernet3,True
spine,spine1,Ethernet75,l3leaf,leaf73,Ethernet3,True
spine,spine1,Ethernet76,l3leaf,leaf74,Ethernet3,True
spine,spine1,Ethernet77,l3leaf,leaf75,Ethernet3,True
spine,spine1,Ethernet78,l3leaf,leaf76,Ethernet3,True
spine,spine1,Ethernet79,l3leaf,leaf77,Ethernet3,True
spine,spine1,Ethernet80,l3leaf,leaf78,Ethernet3,True
spine,spine1,Ethernet81,l3leaf,leaf79,Ethernet3,True
spine,spine1,Ethernet82,l3leaf,leaf80,Ethernet3,True
spine,spine1,Ethernet83,l3leaf,leaf81,Ethernet3,True
spine,spine1,Ethernet84,l3leaf,leaf82,Ethernet3,True
spine,spine1,Ethernet85,l3leaf,leaf83,Ethernet3,True
spine,spine1,Ethernet86,l3leaf,leaf84,Ethernet3,True
spine,spine1,Ethernet87,l3leaf,leaf85,Ethernet3,True
spine,spine1,Ethernet88,l3leaf,leaf86,Ethernet3,True
spine,spine1,Ethernet89,l3leaf,leaf87,Ethernet3,True
spine,spine1,Ethernet90,l3leaf,leaf88,Ethernet3,True
spine,spine1,Ethernet91,l3leaf,leaf89,Ethernet3,True
spine,spine1,Ethernet92,l3leaf,leaf90,Ethernet3,True
spine,spine1,Ethernet93,l3leaf,leaf91,Ethernet3,True
spine,spine1,Ethernet94,l3leaf,leaf92,Ethernet3,True
spine,spine1,Ethernet95,l3leaf,leaf93,Ethernet3,True
spine,spine1,Ethernet96,l3leaf,leaf94,Ethernet3,True
spine,spine1,Ethernet97,l3leaf,leaf95,Ethernet3,True
spine,spine1,Ethernet98,l3leaf,leaf96,Ethernet3,True
spine,spine1,Ethernet99,l3leaf,leaf97,Ethernet3,True
spine,spine1,Ethernet100,l3leaf,leaf98,Ethernet3,True
spine,spine1,Ethernet101,l3leaf,leaf99,Ethernet3,True
spine,spine2,Ethernet3,l3leaf,leaf1,Ethernet4,True
spine,spine2,Ethernet4,l3leaf,leaf2,Ethernet4,True
spine,spine2,Ethernet5,l3leaf,leaf3,Ethernet4,True
spine,spine2,Ethernet6,l3leaf,leaf4,Ethernet4,True
spine,spine2,Ethernet7,l3leaf,leaf5,Ethernet4,True
spine,spine2,Ethernet8,l3leaf,leaf6,Ethernet4,True
spine,spine2,Ethernet9,l3leaf,leaf7,Ethernet4,True
spine,spine2,Ethernet10,l3leaf,leaf8,Ethernet4,True
spine,spine2,Ethernet11,l3leaf,leaf9,Ethernet4,True
spine,spine2,Ethernet12,l3leaf,leaf10,Ethernet4,True
spine,spine2,Ethernet13,l3leaf,leaf11,Ethernet4,True
spine,spine2,Ethernet14,l3leaf,leaf12,Ethernet4,True
spine,spine2,Ethernet15,l3leaf,leaf13,Ethernet4,True
spine,spine2,Ethernet16,l3leaf,leaf14,Ethernet4,True
spine,spine2,Ethernet17,l3leaf,leaf15,Ethernet4,True
spine,spine2,Ethernet18,l3leaf,leaf16,Ethernet4,True
spine,spine2,Ethernet19,l3leaf,leaf17,Ethernet4,True
spine,spine2,Ethernet20,l3leaf,leaf18,Ethernet4,True
spine,spine2,Ethernet21,l3leaf,leaf19,Ethernet4,True
spine,spine2,Ethernet22,l3leaf,leaf20,Ethernet4,True
spine,spine2,Ethernet23,l3leaf,leaf21,Ethernet4,True
spine,spine2,Ethernet24,l3leaf,leaf22,Ethernet4,True
spine,spine2,Ethernet25,l3leaf,leaf23,Ethernet4,True
spine,spine2,Ethernet26,l3leaf,leaf24,Ethernet4,True
spine,spine2,Ethernet27,l3leaf,leaf25,Ethernet4,True
spine,spine2,Ethernet28,l3leaf,leaf26,Ethernet4,True
spine,spine2,Ethernet29,l3leaf,leaf27,Ethernet4,True
spine,spine2,Ethernet30,l3leaf,leaf28,Ethernet4,True
spine,spine2,Ethernet31,l3leaf,leaf29,Ethernet4,True
spine,spine2,Ethernet32,l3leaf,leaf30,Ethernet4,True
spine,spine2,Ethernet33,l3leaf,leaf31,Ethernet4,True
spine,spine2,Ethernet34,l3leaf,leaf32,Ethernet4,True
spine,spine2,Ethernet35,l3leaf,leaf33,Ethernet4,True
spine,spine2,Ethernet36,l3leaf,leaf34,Ethernet4,True
spine,spine2,Ethernet37,l3leaf,leaf35,Ethernet4,True
spine,spine2,Ethernet38,l3leaf,leaf36,Ethernet4,True
spine,spine2,Ethernet39,l3leaf,leaf37,Ethernet4,True
spine,spine2,Ethernet40,l3leaf,leaf38,Ethernet4,True
spine,spine2,Ethernet41,l3leaf,leaf39,Ethernet4,True
spine,spine2,Ethernet42,l3leaf,leaf40,Ethernet4,True
spine,spine2,Ethernet43,l3leaf,leaf41,Ethernet4,True
spine,spine2,Ethernet44,l3leaf,leaf42,Ethernet4,True
spine,spine2,Ethernet45,l3leaf,leaf43,Ethernet4,True
spine,spine2,Ethernet46,l3leaf,leaf44,Ethernet4,True
spine,spine2,Ethernet47,l3leaf,leaf45,Ethernet4,True
spine,spine2,Ethernet48,l3leaf,leaf46,Ethernet4,True
spine,spine2,Ethernet49,l3leaf,leaf47,Ethernet4,True
spine,spine2,Ethernet50,l3leaf,leaf48,Ethernet4,True
spine,spine2,Ethernet51,l3leaf,leaf49,Ethernet4,True
spine,spine2,Ethernet52,l3leaf,leaf50,Ethernet4,True
spine,spine2,Ethernet53,l3leaf,leaf51,Ethernet4,True
spine,spine2,Ethernet54,l3leaf,leaf52,Ethernet4,True
spine,spine2,Ethernet55,l3leaf,leaf53,Ethernet4,True
spine,spine2,Ethernet56,l3leaf,leaf54,Ethernet4,True
spine,spine2,Ethernet57,l3leaf,leaf55,Ethernet4,True
spine,spine2,Ethernet58,l3leaf,leaf56,Ethernet4,True
spine,spine2,Ethernet59,l3leaf,leaf57,Ethernet4,True
spine,spine2,Ethernet60,l3leaf,leaf58,Ethernet4,True
spine,spine2,Ethernet61,l3leaf,leaf59,Ethernet4,True
spine,spine2,Ethernet62,l3leaf,leaf60,Ethernet4,True
spine,spine2,Ethernet63,l3leaf,leaf61,Ethernet4,True
spine,spine2,Ethernet64,l3leaf,leaf62,Ethernet4,True
spine,spine2,Ethernet65,l3leaf,leaf63,Ethernet4,True
spine,spine2,Ethernet66,l3leaf,leaf64,Ethernet4,True
spine,spine2,Ethernet67,l3leaf,leaf65,Ethernet4,True
spine,spine2,Ethernet68,l3leaf,leaf66,Ethernet4,True
spine,spine2,Ethernet69,l3leaf,leaf67,Ethernet4,True
spine,spine2,Ethernet70,l3leaf,leaf68,Ethernet4,True
spine,spine2,Ethernet71,l3leaf,leaf69,Ethernet4,True
spine,spine2,Ethernet72,l3leaf,leaf70,Ethernet4,True
spine,spine2,Ethernet73,l3leaf,leaf71,Ethernet4,True
spine,spine2,Ethernet74,l3leaf,leaf72,Ethernet4,True
spine,spine2,Ethernet75,l3leaf,leaf73,Ethernet4,True
spine,spine2,Ethernet76,l3leaf,leaf74,Ethernet4,True
spine,spine2,Ethernet77,l3leaf,leaf75,Ethernet4,True
spine,spine2,Ethernet78,l3leaf,leaf76,Ethernet4,True
spine,spine2,Ethernet79,l3leaf,leaf77,Ethernet4,True
spine,spine2,Ethernet80,l3leaf,leaf78,Ethernet4,True
spine,spine2,Ethernet81,l3leaf,leaf79,Ethernet4,True
spine,spine2,Ethernet82,l3leaf,leaf80,Ethernet4,True
spine,spine2,Ethernet83,l3leaf,leaf81,Ethernet4,True
spine,spine2,Ethernet84,l3leaf,leaf82,Ethernet4,True
spine,spine2,Ethernet85,l3leaf,leaf83,Ethernet4,True
spine,spine2,Ethernet86,l3leaf,leaf84,Ethernet4,True
spine,spine2,Ethernet87,l3leaf,leaf85,Ethernet4,True
spine,spine2,Ethernet88,l3leaf,leaf86,Ethernet4,True
spine,spine2,Ethernet89,l3leaf,leaf87,Ethernet4,True
spine,spine2,Ethernet90,l3leaf,leaf88,Ethernet4,True
spine,spine2,Ethernet91,l3leaf,leaf89,Ethernet4,True
spine,spine2,Ethernet92,l3leaf,leaf90,Ethernet4,True
spine,spine2,Ethernet93,l3leaf,leaf91,Ethernet4,True
spine,spine2,Ethernet94,l3leaf,leaf92,Ethernet4,True
spine,spine2,Ethernet95,l3leaf,leaf93,Ethernet4,True
spine,spine2,Ethernet96,l3leaf,leaf94,Ethernet4,True
spine,spine2,Ethernet97,l3leaf,leaf95,Ethernet4,True
spine,spine2,Ethernet98,l3leaf,leaf96,Ethernet4,True
spine,spine2,Ethernet99,l3leaf,leaf97,Ethernet4,True
spine,spine2,Ethernet100,l3leaf,leaf98,Ethernet4,True
spine,spine2,Ethernet101,l3leaf,leaf99,Ethernet4,True
spine,spine3,Ethernet3,l3leaf,leaf1,Ethernet5,True
spine,spine3,Ethernet4,l3leaf,leaf2,Ethernet5,True
spine,spine3,Ethernet5,l3leaf,leaf3,Ethernet5,True
spine,spine3,Ethernet6,l3leaf,leaf4,Ethernet5,True
spine,spine3,Ethernet7,l3leaf,leaf5,Ethernet5,True
spine,spine3,Ethernet8,l3leaf,leaf6,Ethernet5,True
spine,spine3,Ethernet9,l3leaf,leaf7,Ethernet5,True
spine,spine3,Ethernet10,l3leaf,leaf8,Ethernet5,True
spine,spine3,Ethernet11,l3leaf,leaf9,Ethernet5,True
spine,spine3,Ethernet12,l3leaf,leaf10,Ethernet5,True
spine,spine3,Ethernet13,l3leaf,leaf11,Ethernet5,True
spine,spine3,Ethernet14,l3leaf,leaf12,Ethernet5,True
spine,spine3,Ethernet15,l3leaf,leaf13,Ethernet5,True
spine,spine3,Ethernet16,l3leaf,leaf14,Ethernet5,True
spine,spine3,Ethernet17,l3leaf,leaf15,Ethernet5,True
spine,spine3,Ethernet18,l3leaf,leaf16,Ethernet5,True
spine,spine3,Ethernet19,l3leaf,leaf17,Ethernet5,True
spine,spine3,Ethernet20,l3leaf,leaf18,Ethernet5,True
