Type,Node,Node Interface,Leaf IP Address,Peer Type,Peer Node,Peer Interface,Peer IP Address
l3leaf,leaf45,Ethernet8,192.168.2.27/31,spine,spine6,Ethernet47,192.168.2.26/31
l3leaf,leaf46,Ethernet3,192.168.2.29/31,spine,spine1,Ethernet48,192.168.2.28/31
l3leaf,leaf46,Ethernet4,192.168.2.31/31,spine,spine2,Ethernet48,192.168.2.30/31
l3leaf,leaf46,Ethernet5,192.168.2.33/31,spine,spine3,Ethernet48,192.168.2.32/31
l3leaf,leaf46,Ethernet6,192.168.2.35/31,spine,spine4,Ethernet48,192.168.2.34/31
l3leaf,leaf46,Ethernet7,192.168.2.37/31,spine,spine5,Ethernet48,192.168.2.36/31
l3leaf,leaf46,Ethernet8,192.168.2.39/31,spine,spine6,Ethernet48,192.168.2.38/31
l3leaf,leaf47,Ethernet3,192.168.2.41/31,spine,spine1,Ethernet49,192.168.2.40/31
l3leaf,leaf47,Ethernet4,192.168.2.43/31,spine,spine2,Ethernet49,192.168.2.42/31
l3leaf,leaf47,Ethernet5,192.168.2.45/31,spine,spine3,Ethernet49,192.168.2.44/31
l3leaf,leaf47,Ethernet6,192.168.2.47/31,spine,spine4,Ethernet49,192.168.2.46/31
l3leaf,leaf47,Ethernet7,192.168.2.49/31,spine,spine5,Ethernet49,192.168.2.48/31
l3leaf,leaf47,Ethernet8,192.168.2.51/31,spine,spine6,Ethernet49,192.168.2.50/31
l3leaf,leaf48,Ethernet3,192.168.2.53/31,spine,spine1,Ethernet50,192.168.2.52/31
l3leaf,leaf48,Ethernet4,192.168.2.55/31,spine,spine2,Ethernet50,192.168.2.54/31
l3leaf,leaf48,Ethernet5,192.168.2.57/31,spine,spine3,Ethernet50,192.168.2.56/31
l3leaf,leaf48,Ethernet6,192.168.2.59/31,spine,spine4,Ethernet50,192.168.2.58/31
l3leaf,leaf48,Ethernet7,192.168.2.61/31,spine,spine5,Ethernet50,192.168.2.60/31
l3leaf,leaf48,Ethernet8,192.168.2.63/31,spine,spine6,Ethernet50,192.168.2.62/31
l3leaf,leaf49,Ethernet3,192.168.2.65/31,spine,spine1,Ethernet51,192.168.2.64/31
l3leaf,leaf49,Ethernet4,192.168.2.67/31,spine,spine2,Ethernet51,192.168.2.66/31
l3leaf,leaf49,Ethernet5,192.168.2.69/31,spine,spine3,Ethernet51,192.168.2.68/31
l3leaf,leaf49,Ethernet6,192.168.2.71/31,spine,spine4,Ethernet51,192.168.2.70/31
l3leaf,leaf49,Ethernet7,192.168.2.73/31,spine,spine5,Ethernet51,192.168.2.72/31
l3leaf,leaf49,Ethernet8,192.168.2.75/31,spine,spine6,Ethernet51,192.168.2.74/31
l3leaf,leaf50,Ethernet3,192.168.2.77/31,spine,spine1,Ethernet52,192.168.2.76/31
l3leaf,leaf50,Ethernet4,192.168.2.79/31,spine,spine2,Ethernet52,192.168.2.78/31
l3leaf,leaf50,Ethernet5,192.168.2.81/31,spine,spine3,Ethernet52,192.168.2.80/31
l3leaf,leaf50,Ethernet6,192.168.2.83/31,spine,spine4,Ethernet52,192.168.2.82/31
l3leaf,leaf50,Ethernet7,192.168.2.85/31,spine,spine5,Ethernet52,192.168.2.84/31
l3leaf,leaf50,Ethernet8,192.168.2.87/31,spine,spine6,Ethernet52,192.168.2.86/31
l3leaf,leaf51,Ethernet3,192.168.2.89/31,spine,spine1,Ethernet53,192.168.2.88/31
l3leaf,leaf51,Ethernet4,192.168.2.91/31,spine,spine2,Ethernet53,192.168.2.90/31
l3leaf,leaf51,Ethernet5,192.168.2.93/31,spine,spine3,Ethernet53,192.168.2.92/31
l3leaf,leaf51,Ethernet6,192.168.2.95/31,spine,spine4,Ethernet53,192.168.2.94/31
l3leaf,leaf51,Ethernet7,192.168.2.97/31,spine,spine5,Ethernet53,192.168.2.96/31
l3leaf,leaf51,Ethernet8,192.168.2.99/31,spine,spine6,Ethernet53,192.168.2.98/31
l3leaf,leaf52,Ethernet3,192.168.2.101/31,spine,spine1,Ethernet54,192.168.2.100/31
l3leaf,leaf52,Ethernet4,192.168.2.103/31,spine,spine2,Ethernet54,192.168.2.102/31
l3leaf,leaf52,Ethernet5,192.168.2.105/31,spine,spine3,Ethernet54,192.168.2.104/31
l3leaf,leaf52,Ethernet6,192.168.2.107/31,spine,spine4,Ethernet54,192.168.2.106/31
l3leaf,leaf52,Ethernet7,192.168.2.109/31,spine,spine5,Ethernet54,192.168.2.108/31
l3leaf,leaf52,Ethernet8,192.168.2.111/31,spine,spine6,Ethernet54,192.168.2.110/31
l3leaf,leaf53,Ethernet3,192.168.2.113/31,spine,spine1,Ethernet55,192.168.2.112/31
l3leaf,leaf53,Ethernet4,192.168.2.115/31,spine,spine2,Ethernet55,192.168.2.114/31
l3leaf,leaf53,Ethernet5,192.168.2.117/31,spine,spine3,Ethernet55,192.168.2.116/31
l3leaf,leaf53,Ethernet6,192.168.2.119/31,spine,spine4,Ethernet55,192.168.2.118/31
l3leaf,leaf53,Ethernet7,192.168.2.121/31,spine,spine5,Ethernet55,192.168.2.120/31
l3leaf,leaf53,Ethernet8,192.168.2.123/31,spine,spine6,Ethernet55,192.168.2.122/31
l3leaf,leaf54,Ethernet3,192.168.2.125/31,spine,spine1,Ethernet56,192.168.2.124/31
l3leaf,leaf54,Ethernet4,192.168.2.127/31,spine,spine2,Ethernet56,192.168.2.126/31
l3leaf,leaf54,Ethernet5,192.168.2.129/31,spine,spine3,Ethernet56,192.168.2.128/31
l3leaf,leaf54,Ethernet6,192.168.2.131/31,spine,spine4,Ethernet56,192.168.2.130/31
l3leaf,leaf54,Ethernet7,192.168.2.133/31,spine,spine5,Ethernet56,192.168.2.132/31
l3leaf,leaf54,Ethernet8,192.168.2.135/31,spine,spine6,Ethernet56,192.168.2.134/31
l3leaf,leaf55,Ethernet3,192.168.2.137/31,spine,spine1,Ethernet57,192.168.2.136/31
l3leaf,leaf55,Ethernet4,192.168.2.139/31,spine,spine2,Ethernet57,192.168.2.138/31
l3leaf,leaf55,Ethernet5,192.168.2.141/31,spine,spine3,Ethernet57,192.168.2.140/31
l3leaf,leaf55,Ethernet6,192.168.2.143/31,spine,spine4,Ethernet57,192.168.2.142/31
l3leaf,leaf55,Ethernet7,192.168.2.145/31,spine,spine5,Ethernet57,192.168.2.144/31
l3leaf,leaf55,Ethernet8,192.168.2.147/31,spine,spine6,Ethernet57,192.168.2.146/31
l3leaf,leaf56,Ethernet3,192.168.2.149/31,spine,spine1,Ethernet58,192.168.2.148/31
l3leaf,leaf56,Ethernet4,192.168.2.151/31,spine,spine2,Ethernet58,192.168.2.150/31
l3leaf,leaf56,Ethernet5,192.168.2.153/31,spine,spine3,Ethernet58,192.168.2.152/31
l3leaf,leaf56,Ethernet6,192.168.2.155/31,spine,spine4,Ethernet58,192.168.2.154/31
l3leaf,leaf56,Ethernet7,192.168.2.157/31,spine,spine5,Ethernet58,192.168.2.156/31
l3leaf,leaf56,Ethernet8,192.168.2.159/31,spine,spine6,Ethernet58,192.168.2.158/31
l3leaf,leaf57,Ethernet3,192.168.2.161/31,spine,spine1,Ethernet59,192.168.2.160/31
l3leaf,leaf57,Ethernet4,192.168.2.163/31,spine,spine2,Ethernet59,192.168.2.162/31
l3leaf,leaf57,Ethernet5,192.168.2.165/31,spine,spine3,Ethernet59,192.168.2.164/31
l3leaf,leaf57,Ethernet6,192.168.2.167/31,spine,spine4,Ethernet59,192.168.2.166/31
l3leaf,leaf57,Ethernet7,192.168.2.169/31,spine,spine5,Ethernet59,192.168.2.168/31
l3leaf,leaf57,Ethernet8,192.168.2.171/31,spine,spine6,Ethernet59,192.168.2.170/31
l3leaf,leaf58,Ethernet3,192.168.2.173/31,spine,spine1,Ethernet60,192.168.2.172/31
l3leaf,leaf58,Ethernet4,192.168.2.175/31,spine,spine2,Ethernet60,192.168.2.174/31
l3leaf,leaf58,Ethernet5,192.168.2.177/31,spine,spine3,Ethernet60,192.168.2.176/31
l3leaf,leaf58,Ethernet6,192.168.2.179/31,spine,spine4,Ethernet60,192.168.2.178/31
l3leaf,leaf58,Ethernet7,192.168.2.181/31,spine,spine5,Ethernet60,192.168.2.180/31
l3leaf,leaf58,Ethernet8,192.168.2.183/31,spine,spine6,Ethernet60,192.168.2.182/31
l3leaf,leaf59,Ethernet3,192.168.2.185/31,spine,spine1,Ethernet61,192.168.2.184/31
l3leaf,leaf59,Ethernet4,192.168.2.187/31,spine,spine2,Ethernet61,192.168.2.186/31
l3leaf,leaf59,Ethernet5,192.168.2.189/31,spine,spine3,Ethernet61,192.168.2.188/31
l3leaf,leaf59,Ethernet6,192.168.2.191/31,spine,spine4,Ethernet61,192.168.2.190/31
l3leaf,leaf59,Ethernet7,192.168.2.193/31,spine,spine5,Ethernet61,192.168.2.192/31
l3leaf,leaf59,Ethernet8,192.168.2.195/31,spine,spine6,Ethernet61,192.168.2.194/31
l3leaf,leaf60,Ethernet3,192.168.2.197/31,spine,spine1,Ethernet62,192.168.2.196/31
l3leaf,leaf60,Ethernet4,192.168.2.199/31,spine,spine2,Ethernet62,192.168.2.198/31
l3leaf,leaf60,Ethernet5,192.168.2.201/31,spine,spine3,Ethernet62,192.168.2.200/31
l3leaf,leaf60,Ethernet6,192.168.2.203/31,spine,spine4,Ethernet62,192.168.2.202/31
l3leaf,leaf60,Ethernet7,192.168.2.205/31,spine,spine5,Ethernet62,192.168.2.204/31
l3leaf,leaf60,Ethernet8,192.168.2.207/31,spine,spine6,Ethernet62,192.168.2.206/31
l3leaf,leaf61,Ethernet3,192.168.2.209/31,spine,spine1,Ethernet63,192.168.2.208/31
l3leaf,leaf61,Ethernet4,192.168.2.211/31,spine,spine2,Ethernet63,192.168.2.210/31
l3leaf,leaf61,Ethernet5,192.168.2.213/31,spine,spine3,Ethernet63,192.168.2.212/31
l3leaf,leaf61,Ethernet6,192.168.2.215/31,spine,spine4,Ethernet63,192.168.2.214/31
l3leaf,leaf61,Ethernet7,192.168.2.217/31,spine,spine5,Ethernet63,192.168.2.216/31
l3leaf,leaf61,Ethernet8,192.168.2.219/31,spine,spine6,Ethernet63,192.168.2.218/31
l3leaf,leaf62,Ethernet3,192.168.2.221/31,spine,spine1,Ethernet64,192.168.2.220/31
l3leaf,leaf62,Ethernet4,192.168.2.223/31,spine,spine2,Ethernet64,192.168.2.222/31
l3leaf,leaf62,Ethernet5,192.168.2.225/31,spine,spine3,Ethernet64,192.168.2.224/31
l3leaf,leaf62,Ethernet6,192.168.2.227/31,spine,spine4,Ethernet64,192.168.2.226/31
l3leaf,leaf62,Ethernet7,192.168.2.229/31,spine,spine5,Ethernet64,192.168.2.228/31
l3leaf,leaf62,Ethernet8,192.168.2.231/31,spine,spine6,Ethernet64,192.168.2.230/31
l3leaf,leaf63,Ethernet3,192.168.2.233/31,spine,spine1,Ethernet65,192.168.2.232/31
l3leaf,leaf63,Ethernet4,192.168.2.235/31,spine,spine2,Ethernet65,192.168.2.234/31
l3leaf,leaf63,Ethernet5,192.168.2.237/31,spine,spine3,Ethernet65,192.168.2.236/31
l3leaf,leaf63,Ethernet6,192.168.2.239/31,spine,spine4,Ethernet65,192.168.2.238/31
l3leaf,leaf63,Ethernet7,192.168.2.241/31,spine,spine5,Ethernet65,192.168.2.240/31
l3leaf,leaf63,Ethernet8,192.168.2.243/31,spine,spine6,Ethernet65,192.168.2.242/31
l3leaf,leaf64,Ethernet3,192.168.2.245/31,spine,spine1,Ethernet66,192.168.2.244/31
l3leaf,leaf64,Ethernet4,192.168.2.247/31,spine,spine2,Ethernet66,192.168.2.246/31
l3leaf,leaf64,Ethernet5,192.168.2.249/31,spine,spine3,Ethernet66,192.168.2.248/31
l3leaf,leaf64,Ethernet6,192.168.2.251/31,spine,spine4,Ethernet66,192.168.2.250/31
l3leaf,leaf64,Ethernet7,192.168.2.253/31,spine,spine5,Ethernet66,192.168.2.252/31
l3leaf,leaf64,Ethernet8,192.168.2.255/31,spine,spine6,Ethernet66,192.168.2.254/31
l3leaf,leaf65,Ethernet3,192.168.3.1/31,spine,spine1,Ethernet67,192.168.3.0/31
l3leaf,leaf65,Ethernet4,192.168.3.3/31,spine,spine2,Ethernet67,192.168.3.2/31
l3leaf,leaf65,Ethernet5,192.168.3.5/31,spine,spine3,Ethernet67,192.168.3.4/31
l3leaf,leaf65,Ethernet6,192.168.3.7/31,spine,spine4,Ethernet67,192.168.3.6/31
l3leaf,leaf65,Ethernet7,192.168.3.9/31,spine,spine5,Ethernet67,192.168.3.8/31
l3leaf,leaf65,Ethernet8,192.168.3.11/31,spine,spine6,Ethernet67,192.168.3.10/31
l3leaf,leaf66,Ethernet3,192.168.3.13/31,spine,spine1,Ethernet68,192.168.3.12/31
l3leaf,leaf66,Ethernet4,192.168.3.15/31,spine,spine2,Ethernet68,192.168.3.14/31
l3leaf,leaf66,Ethernet5,192.168.3.17/31,spine,spine3,Ethernet68,192.168.3.16/31
l3leaf,leaf66,Ethernet6,192.168.3.19/31,spine,spine4,Ethernet68,192.168.3.18/31
l3leaf,leaf66,Ethernet7,192.168.3.21/31,spine,spine5,Ethernet68,192.168.3.20/31
l3leaf,leaf66,Ethernet8,192.168.3.23/31,spine,spine6,Ethernet68,192.168.3.22/31
l3leaf,leaf67,Ethernet3,192.168.3.25/31,spine,spine1,Ethernet69,192.168.3.24/31
l3leaf,leaf67,Ethernet4,192.168.3.27/31,spine,spine2,Ethernet69,192.168.3.26/31
l3leaf,leaf67,Ethernet5,192.168.3.29/31,spine,spine3,Ethernet69,192.168.3.28/31
l3leaf,leaf67,Ethernet6,192.168.3.31/31,spine,spine4,Ethernet69,192.168.3.30/31
l3leaf,leaf67,Ethernet7,192.168.3.33/31,spine,spine5,Ethernet69,192.168.3.32/31
l3leaf,leaf67,Ethernet8,192.168.3.35/31,spine,spine6,Ethernet69,192.168.3.34/31
l3leaf,leaf68,Ethernet3,192.168.3.37/31,spine,spine1,Ethernet70,192.168.3.36/31
l3leaf,leaf68,Ethernet4,192.168.3.39/31,spine,spine2,Ethernet70,192.168.3.38/31
l3leaf,leaf68,Ethernet5,192.168.3.41/31,spine,spine3,Ethernet70,192.168.3.40/31
l3leaf,leaf68,Ethernet6,192.168.3.43/31,spine,spine4,Ethernet70,192.168.3.42/31
l3leaf,leaf68,Ethernet7,192.168.3.45/31,spine,spine5,Ethernet70,192.168.3.44/31
l3leaf,leaf68,Ethernet8,192.168.3.47/31,spine,spine6,Ethernet70,192.168.3.46/31
l3leaf,leaf69,Ethernet3,192.168.3.49/31,spine,spine1,Ethernet71,192.168.3.48/31
l3leaf,leaf69,Ethernet4,192.168.3.51/31,spine,spine2,Ethernet71,192.168.3.50/31
l3leaf,leaf69,Ethernet5,192.168.3.53/31,spine,spine3,Ethernet71,192.168.3.52/31
l3leaf,leaf69,Ethernet6,192.168.3.55/31,spine,spine4,Ethernet71,192.168.3.54/31
l3leaf,leaf69,Ethernet7,192.168.3.57/31,spine,spine5,Ethernet71,192.168.3.56/31
l3leaf,leaf69,Ethernet8,192.168.3.59/31,spine,spine6,Ethernet71,192.168.3.58/31
l3leaf,leaf70,Ethernet3,192.168.3.61/31,spine,spine1,Ethernet72,192.168.3.60/31
l3leaf,leaf70,Ethernet4,192.168.3.63/31,spine,spine2,Ethernet72,192.168.3.62/31
l3leaf,leaf70,Ethernet5,192.168.3.65/31,spine,spine3,Ethernet72,192.168.3.64/31
l3leaf,leaf70,Ethernet6,192.168.3.67/31,spine,spine4,Ethernet72,192.168.3.66/31
l3leaf,leaf70,Ethernet7,192.168.3.69/31,spine,spine5,Ethernet72,192.168.3.68/31
l3leaf,leaf70,Ethernet8,192.168.3.71/31,spine,spine6,Ethernet72,192.168.3.70/31
l3leaf,leaf71,Ethernet3,192.168.3.73/31,spine,spine1,Ethernet73,192.168.3.72/31
l3leaf,leaf71,Ethernet4,192.168.3.75/31,spine,spine2,Ethernet73,192.168.3.74/31
l3leaf,leaf71,Ethernet5,192.168.3.77/31,spine,spine3,Ethernet73,192.168.3.76/31
l3leaf,leaf71,Ethernet6,192.168.3.79/31,spine,spine4,Ethernet73,192.168.3.78/31
l3leaf,leaf71,Ethernet7,192.168.3.81/31,spine,spine5,Ethernet73,192.168.3.80/31
l3leaf,leaf71,Ethernet8,192.168.3.83/31,spine,spine6,Ethernet73,192.168.3.82/31
l3leaf,leaf72,Ethernet3,192.168.3.85/31,spine,spine1,Ethernet74,192.168.3.84/31
l3leaf,leaf72,Ethernet4,192.168.3.87/31,spine,spine2,Ethernet74,192.168.3.86/31
l3leaf,leaf72,Ethernet5,192.168.3.89/31,spine,spine3,Ethernet74,192.168.3.88/31
l3leaf,leaf72,Ethernet6,192.168.3.91/31,spine,spine4,Ethernet74,192.168.3.90/31
l3leaf,leaf72,Ethernet7,192.168.3.93/31,spine,spine5,Ethernet74,192.168.3.92/31
l3leaf,leaf72,Ethernet8,192.168.3.95/31,spine,spine6,Ethernet74,192.168.3.94/31
l3leaf,leaf73,Ethernet3,192.168.3.97/31,spine,spine1,Ethernet75,192.168.3.96/31
l3leaf,leaf73,Ethernet4,192.168.3.99/31,spine,spine2,Ethernet75,192.168.3.98/31
l3leaf,leaf73,Ethernet5,192.168.3.101/31,spine,spine3,Ethernet75,192.168.3.100/31
l3leaf,leaf73,Ethernet6,192.168.3.103/31,spine,spine4,Ethernet75,192.168.3.102/31
l3leaf,leaf73,Ethernet7,192.168.3.105/31,spine,spine5,Ethernet75,192.168.3.104/31
l3leaf,leaf73,Ethernet8,192.168.3.107/31,spine,spine6,Ethernet75,192.168.3.106/31
l3leaf,leaf74,Ethernet3,192.168.3.109/31,spine,spine1,Ethernet76,192.168.3.108/31
l3leaf,leaf74,Ethernet4,192.168.3.111/31,spine,spine2,Ethernet76,192.168.3.110/31
l3leaf,leaf74,Ethernet5,192.168.3.113/31,spine,spine3,Ethernet76,192.168.3.112/31
l3leaf,leaf74,Ethernet6,192.168.3.115/31,spine,spine4,Ethernet76,192.168.3.114/31
l3leaf,leaf74,Ethernet7,192.168.3.117/31,spine,spine5,Ethernet76,192.168.3.116/31
l3leaf,leaf74,Ethernet8,192.168.3.119/31,spine,spine6,Ethernet76,192.168.3.118/31
l3leaf,leaf75,Ethernet3,192.168.3.121/31,spine,spine1,Ethernet77,192.168.3.120/31
l3leaf,leaf75,Ethernet4,192.168.3.123/31,spine,spine2,Ethernet77,192.168.3.122/31
l3leaf,leaf75,Ethernet5,192.168.3.125/31,spine,spine3,Ethernet77,192.168.3.124/31
l3leaf,leaf75,Ethernet6,192.168.3.127/31,spine,spine4,Ethernet77,192.168.3.126/31
l3leaf,leaf75,Ethernet7,192.168.3.129/31,spine,spine5,Ethernet77,192.168.3.128/31
l3leaf,leaf75,Ethernet8,192.168.3.131/31,spine,spine6,Ethernet77,192.168.3.130/31
l3leaf,leaf76,Ethernet3,192.168.3.133/31,spine,spine1,Ethernet78,192.168.3.132/31
l3leaf,leaf76,Ethernet4,192.168.3.135/31,spine,spine2,Ethernet78,192.168.3.134/31
l3leaf,leaf76,Ethernet5,192.168.3.137/31,spine,spine3,Ethernet78,192.168.3.136/31
l3leaf,leaf76,Ethernet6,192.168.3.139/31,spine,spine4,Ethernet78,192.168.3.138/31
l3leaf,leaf76,Ethernet7,192.168.3.141/31,spine,spine5,Ethernet78,192.168.3.140/31
l3leaf,leaf76,Ethernet8,192.168.3.143/31,spine,spine6,Ethernet78,192.168.3.142/31
l3leaf,leaf77,Ethernet3,192.168.3.145/31,spine,spine1,Ethernet79,192.168.3.144/31
l3leaf,leaf77,Ethernet4,192.168.3.147/31,spine,spine2,Ethernet79,192.168.3.146/31
l3leaf,leaf77,Ethernet5,192.168.3.149/31,spine,spine3,Ethernet79,192.168.3.148/31
l3leaf,leaf77,Ethernet6,192.168.3.151/31,spine,spine4,Ethernet79,192.168.3.150/31
l3leaf,leaf77,Ethernet7,192.168.3.153/31,spine,spine5,Ethernet79,192.168.3.152/31
l3leaf,leaf77,Ethernet8,192.168.3.155/31,spine,spine6,Ethernet79,192.168.3.154/31
l3leaf,leaf78,Ethernet3,192.168.3.157/31,spine,spine1,Ethernet80,192.168.3.156/31
l3leaf,leaf78,Ethernet4,192.168.3.159/31,spine,spine2,Ethernet80,192.168.3.158/31
l3leaf,leaf78,Ethernet5,192.168.3.161/31,spine,spine3,Ethernet80,192.168.3.160/31
l3leaf,leaf78,Ethernet6,192.168.3.163/31,spine,spine4,Ethernet80,192.168.3.162/31
l3leaf,leaf78,Ethernet7,192.168.3.165/31,spine,spine5,Ethernet80,192.168.3.164/31
l3leaf,leaf78,Ethernet8,192.168.3.167/31,spine,spine6,Ethernet80,192.168.3.166/31
l3leaf,leaf79,Ethernet3,192.168.3.169/31,spine,spine1,Ethernet81,192.168.3.168/31
l3leaf,leaf79,Ethernet4,192.168.3.171/31,spine,spine2,Ethernet81,192.168.3.170/31
l3leaf,leaf79,Ethernet5,192.168.3.173/31,spine,spine3,Ethernet81,192.168.3.172/31
l3leaf,leaf79,Ethernet6,192.168.3.175/31,spine,spine4,Ethernet81,192.168.3.174/31
l3leaf,leaf79,Ethernet7,192.168.3.177/31,spine,spine5,Ethernet81,192.168.3.176/31
l3leaf,leaf79,Ethernet8,192.168.3.179/31,spine,spine6,Ethernet81,192.168.3.178/31
l3leaf,leaf80,Ethernet3,192.168.3.181/31,spine,spine1,Ethernet82,192.168.3.180/31
l3leaf,leaf80,Ethernet4,192.168.3.183/31,spine,spine2,Ethernet82,192.168.3.182/31
l3leaf,leaf80,Ethernet5,192.168.3.185/31,spine,spine3,Ethernet82,192.168.3.184/31
l3leaf,leaf80,Ethernet6,192.168.3.187/31,spine,spine4,Ethernet82,192.168.3.186/31
l3leaf,leaf80,Ethernet7,192.168.3.189/31,spine,spine5,Ethernet82,192.168.3.188/31
l3leaf,leaf80,Ethernet8,192.168.3.191/31,spine,spine6,Ethernet82,192.168.3.190/31
l3leaf,leaf81,Ethernet3,192.168.3.193/31,spine,spine1,Ethernet83,192.168.3.192/31
l3leaf,leaf81,Ethernet4,192.168.3.195/31,spine,spine2,Ethernet83,192.168.3.194/31
l3leaf,leaf81,Ethernet5,192.168.3.197/31,spine,spine3,Ethernet83,192.168.3.196/31
l3leaf,leaf81,Ethernet6,192.168.3.199/31,spine,spine4,Ethernet83,192.168.3.198/31
l3leaf,leaf81,Ethernet7,192.168.3.201/31,spine,spine5,Ethernet83,192.168.3.200/31
l3leaf,leaf81,Ethernet8,192.168.3.203/31,spine,spine6,Ethernet83,192.168.3.202/31
l3leaf,leaf82,Ethernet3,192.168.3.205/31,spine,spine1,Ethernet84,192.168.3.204/31
l3leaf,leaf82,Ethernet4,192.168.3.207/31,spine,spine2,Ethernet84,192.168.3.206/31
l3leaf,leaf82,Ethernet5,192.168.3.209/31,spine,spine3,Ethernet84,192.168.3.208/31
l3leaf,leaf82,Ethernet6,192.168.3.211/31,spine,spine4,Ethernet84,192.168.3.210/31
l3leaf,leaf82,Ethernet7,192.168.3.213/31,spine,spine5,Ethernet84,192.168.3.212/31
l3leaf,leaf82,Ethernet8,192.168.3.215/31,spine,spine6,Ethernet84,192.168.3.214/31
l3leaf,leaf83,Ethernet3,192.168.3.217/31,spine,spine1,Ethernet85,192.168.3.216/31
l3leaf,leaf83,Ethernet4,192.168.3.219/31,spine,spine2,Ethernet85,192.168.3.218/31
l3leaf,leaf83,Ethernet5,192.168.3.221/31,spine,spine3,Ethernet85,192.168.3.220/31
l3leaf,leaf83,Ethernet6,192.168.3.223/31,spine,spine4,Ethernet85,192.168.3.222/31
l3leaf,leaf83,Ethernet7,192.168.3.225/31,spine,spine5,Ethernet85,192.168.3.224/31
l3leaf,leaf83,Ethernet8,192.168.3.227/31,spine,spine6,Ethernet85,192.168.3.226/31
l3leaf,leaf84,Ethernet3,192.168.3.229/31,spine,spine1,Ethernet86,192.168.3.228/31
l3leaf,leaf84,Ethernet4,192.168.3.231/31,spine,spine2,Ethernet86,192.168.3.230/31
l3leaf,leaf84,Ethernet5,192.168.3.233/31,spine,spine3,Ethernet86,192.168.3.232/31
l3leaf,leaf84,Ethernet6,192.168.3.235/31,spine,spine4,Ethernet86,192.168.3.234/31
l3leaf,leaf84,Ethernet7,192.168.3.237/31,spine,spine5,Ethernet86,192.168.3.236/31
l3leaf,leaf84,Ethernet8,192.168.3.239/31,spine,spine6,Ethernet86,192.168.3.238/31
l3leaf,leaf85,Ethernet3,192.168.3.241/31,spine,spine1,Ethernet87,192.168.3.240/31
l3leaf,leaf85,Ethernet4,192.168.3.243/31,spine,spine2,Ethernet87,192.168.3.242/31
l3leaf,leaf85,Ethernet5,192.168.3.245/31,spine,spine3,Ethernet87,192.168.3.244/31
l3leaf,leaf85,Ethernet6,192.168.3.247/31,spine,spine4,Ethernet87,192.168.3.246/31
l3leaf,leaf85,Ethernet7,192.168.3.249/31,spine,spine5,Ethernet87,192.168.3.248/31
l3leaf,leaf85,Ethernet8,192.168.3.251/31,spine,spine6,Ethernet87,192.168.3.250/31
l3leaf,leaf86,Ethernet3,192.168.3.253/31,spine,spine1,Ethernet88,192.168.3.252/31
l3leaf,leaf86,Ethernet4,192.168.3.255/31,spine,spine2,Ethernet88,192.168.3.254/31
l3leaf,leaf86,Ethernet5,192.168.4.1/31,spine,spine3,Ethernet88,192.168.4.0/31
l3leaf,leaf86,Ethernet6,192.168.4.3/31,spine,spine4,Ethernet88,192.168.4.2/31
l3leaf,leaf86,Ethernet7,192.168.4.5/31,spine,spine5,Ethernet88,192.168.4.4/31
l3leaf,leaf86,Ethernet8,192.168.4.7/31,spine,spine6,Ethernet88,192.168.4.6/31
l3leaf,leaf87,Ethernet3,192.168.4.9/31,spine,spine1,Ethernet89,192.168.4.8/31
l3leaf,leaf87,Ethernet4,192.168.4.11/31,spine,spine2,Ethernet89,192.168.4.10/31
l3leaf,leaf87,Ethernet5,192.168.4.13/31,spine,spine3,Ethernet89,192.168.4.12/31
l3leaf,leaf87,Ethernet6,192.168.4.15/31,spine,spine4,Ethernet89,192.168.4.14/31
l3leaf,leaf87,Ethernet7,192.168.4.17/31,spine,spine5,Ethernet89,192.168.4.16/31
l3leaf,leaf87,Ethernet8,192.168.4.19/31,spine,spine6,Ethernet89,192.168.4.18/31
l3leaf,leaf88,Ethernet3,192.168.4.21/31,spine,spine1,Ethernet90,192.168.4.20/31
l3leaf,leaf88,Ethernet4,192.168.4.23/31,spine,spine2,Ethernet90,192.168.4.22/31
l3leaf,leaf88,Ethernet5,192.168.4.25/31,spine,spine3,Ethernet90,192.168.4.24/31
l3leaf,leaf88,Ethernet6,192.168.4.27/31,spine,spine4,Ethernet90,192.168.4.26/31
l3leaf,leaf88,Ethernet7,192.168.4.29/31,spine,spine5,Ethernet90,192.168.4.28/31
l3leaf,leaf88,Ethernet8,192.168.4.31/31,spine,spine6,Ethernet90,192.168.4.30/31
l3leaf,leaf89,Ethernet3,192.168.4.33/31,spine,spine1,Ethernet91,192.168.4.32/31
l3leaf,leaf89,Ethernet4,192.168.4.35/31,spine,spine2,Ethernet91,192.168.4.34/31
l3leaf,leaf89,Ethernet5,192.168.4.37/31,spine,spine3,Ethernet91,192.168.4.36/31
l3leaf,leaf89,Ethernet6,192.168.4.39/31,spine,spine4,Ethernet91,192.168.4.38/31
l3leaf,leaf89,Ethernet7,192.168.4.41/31,spine,spine5,Ethernet91,192.168.4.40/31
l3leaf,leaf89,Ethernet8,192.168.4.43/31,spine,spine6,Ethernet91,192.168.4.42/31
l3leaf,leaf90,Ethernet3,192.168.4.45/31,spine,spine1,Ethernet92,192.168.4.44/31
l3leaf,leaf90,Ethernet4,192.168.4.47/31,spine,spine2,Ethernet92,192.168.4.46/31
l3leaf,leaf90,Ethernet5,192.168.4.49/31,spine,spine3,Ethernet92,192.168.4.48/31
